@relation pendigits-weka.filters.unsupervised.instance.ClassRemover-Clast-N2-H

@attribute input1 numeric
@attribute input2 numeric
@attribute input3 numeric
@attribute input4 numeric
@attribute input5 numeric
@attribute input6 numeric
@attribute input7 numeric
@attribute input8 numeric
@attribute input9 numeric
@attribute input10 numeric
@attribute input11 numeric
@attribute input12 numeric
@attribute input13 numeric
@attribute input14 numeric
@attribute input15 numeric
@attribute input16 numeric
@attribute class {2,4}

@data
0,69,24,100,61,94,38,37,34,0,38,4,76,2,100,7,2
41,100,12,77,0,42,69,28,100,58,86,67,50,34,18,0,4
77,100,37,78,0,53,48,37,100,40,92,60,87,28,97,0,4
14,77,34,100,52,74,30,41,0,13,25,5,66,0,100,23,2
22,69,40,100,79,87,69,52,41,22,0,0,46,2,100,0,2
2,66,26,100,78,99,77,64,41,34,0,7,47,3,100,0,2
0,75,24,100,50,84,41,44,19,14,35,0,67,0,100,0,2
7,79,40,100,47,66,34,30,6,0,0,8,49,9,100,9,2
25,100,0,68,4,39,75,47,100,53,51,80,49,40,47,0,4
47,68,59,100,100,94,81,56,47,23,0,3,45,9,99,0,2
29,73,57,100,97,87,81,51,45,24,0,3,45,2,100,0,2
0,92,31,100,60,88,47,54,24,25,33,0,66,2,100,8,2
0,87,35,100,57,82,41,53,22,26,26,0,66,7,100,20,2
21,89,36,100,24,61,0,31,1,21,32,2,67,0,100,17,2
23,75,53,100,75,78,44,50,0,32,2,18,50,8,100,0,2
0,66,16,93,83,100,91,73,62,46,22,21,28,0,100,3,2
44,100,15,79,0,47,68,42,100,71,82,60,52,30,25,0,4
43,100,0,74,15,46,100,43,95,69,72,74,67,37,64,0,4
33,100,0,72,7,46,77,39,100,62,90,61,69,30,57,0,4
3,74,31,100,45,72,28,36,0,6,9,2,57,0,100,13,2
43,100,18,71,0,39,35,22,100,32,98,63,76,31,58,0,4
0,92,35,100,65,86,44,56,15,30,18,2,60,0,100,5,2
0,89,25,100,31,68,17,37,11,9,40,4,70,3,100,0,2
24,74,46,100,67,72,61,38,34,8,0,0,47,7,100,5,2
28,100,12,86,0,67,22,52,58,46,93,38,100,19,91,0,4
21,100,15,75,0,45,58,42,92,50,88,61,89,30,100,0,4
44,100,18,74,0,48,48,40,100,44,91,56,88,28,92,0,4
22,100,16,99,0,70,11,40,78,38,100,61,97,30,94,0,4
15,75,33,100,58,79,35,46,0,19,7,20,52,0,100,7,2
40,100,15,69,0,44,60,52,100,66,87,66,91,30,82,0,4
0,84,45,100,100,95,99,65,65,38,24,15,29,1,86,0,2
1,61,0,92,47,100,62,70,42,39,16,9,49,0,100,7,2
45,75,44,100,68,75,40,34,0,8,13,15,57,0,100,12,2
11,77,39,100,52,68,33,32,0,5,7,12,54,9,100,0,2
0,69,20,100,56,86,41,49,10,19,10,5,57,0,100,16,2
3,58,20,100,41,80,22,38,0,8,33,4,66,3,100,0,2
65,100,37,83,13,64,0,43,24,28,63,27,100,22,97,0,4
58,100,33,73,0,48,28,38,82,38,100,60,93,30,99,0,4
100,100,73,78,38,59,0,41,33,36,67,43,40,22,27,0,4
51,100,24,86,6,67,0,47,27,33,69,31,100,20,97,0,4
16,56,30,100,54,79,36,31,0,3,19,9,60,7,100,0,2
54,70,54,100,93,96,75,58,42,24,0,0,44,12,100,11,2
0,68,34,93,99,100,100,66,66,35,13,11,1,0,76,2,2
9,80,56,100,100,87,88,51,51,23,0,4,29,4,88,0,2
0,88,24,100,40,76,24,50,4,25,23,4,62,0,100,0,2
0,68,26,100,69,94,62,52,31,19,18,18,60,0,100,8,2
38,97,30,100,0,76,14,52,88,51,100,51,76,26,78,0,4
100,100,75,79,40,60,0,43,17,31,60,41,31,21,17,0,4
31,100,0,85,0,52,31,29,100,35,74,65,60,33,52,0,4
0,92,27,100,77,97,70,70,37,46,12,20,49,2,100,0,2
38,100,12,86,0,69,6,51,35,40,68,31,91,17,100,0,4
27,70,60,100,94,88,73,52,39,20,0,0,45,18,100,4,2
24,85,69,100,70,68,43,35,7,9,0,0,50,7,100,1,2
63,100,24,88,0,73,4,57,41,45,76,32,92,16,100,0,4
6,73,36,100,45,66,31,30,0,0,5,10,52,7,100,9,2
0,77,15,100,46,100,45,64,31,31,35,0,67,1,100,8,2
36,100,3,72,0,45,62,50,100,61,95,63,97,30,97,0,4
7,100,2,76,0,46,52,30,100,40,100,58,94,29,93,0,4
0,57,27,90,84,100,100,66,67,33,21,7,24,0,84,2,2
31,100,47,91,12,58,0,24,74,20,100,45,78,36,65,0,4
41,100,69,100,54,69,24,50,0,36,35,31,68,14,100,0,2
58,100,30,90,0,63,37,46,90,38,100,56,80,27,70,0,4
55,100,30,74,0,45,37,38,85,55,100,62,81,30,64,0,4
69,100,65,96,31,71,0,46,40,32,100,46,77,26,67,0,4
33,100,19,85,0,68,0,49,24,34,57,25,90,18,100,0,4
0,86,28,100,59,93,57,66,38,40,34,13,66,4,100,0,2
46,73,64,100,100,89,80,57,48,26,0,0,14,14,92,11,2
6,100,0,99,0,56,65,51,100,65,60,94,52,47,53,0,4
51,100,14,75,0,46,52,34,100,45,82,59,67,29,55,0,4
48,100,13,71,0,40,49,25,100,37,87,62,61,32,64,0,4
38,100,16,86,0,51,55,45,92,70,100,72,95,36,95,0,4
2,82,26,100,36,70,22,38,0,12,26,0,63,1,100,4,2
14,56,27,100,42,69,26,27,0,5,33,0,67,0,100,1,2
41,84,58,100,62,66,35,38,0,19,24,6,64,0,100,16,2
0,93,42,100,58,73,35,43,2,20,12,7,55,1,100,0,2
71,100,28,74,0,45,66,50,100,70,75,85,62,42,51,0,4
0,83,29,100,63,95,46,62,25,31,25,0,63,4,100,14,2
44,100,13,80,0,59,49,49,100,59,69,39,38,20,18,0,4
16,67,32,100,52,78,35,38,0,11,14,19,56,0,100,8,2
46,100,28,68,0,35,63,40,96,58,93,63,93,27,100,0,4
39,100,17,84,0,63,8,42,42,33,79,30,100,18,78,0,4
46,78,79,100,100,77,68,51,28,35,0,16,43,6,89,0,2
0,70,9,100,44,97,35,60,14,27,21,0,60,0,100,3,2
56,100,32,74,0,45,27,28,88,30,100,56,63,29,36,0,4
52,100,17,74,0,45,52,33,100,47,99,60,79,30,65,0,4
100,100,60,87,30,59,0,38,51,31,84,54,71,32,74,0,4
0,76,26,100,52,87,42,47,19,17,37,3,69,5,100,0,2
44,100,28,82,0,52,40,32,100,33,91,65,80,33,77,0,4
0,100,19,85,19,63,98,65,100,67,62,46,33,23,12,0,4
12,68,25,100,48,79,32,46,0,22,20,16,57,0,100,5,2
15,82,55,100,94,82,67,45,28,17,0,6,51,13,100,0,2
54,100,0,79,17,60,100,60,85,86,50,82,38,36,33,0,4
21,78,51,100,57,62,33,27,0,1,23,10,62,12,100,0,2
22,83,62,100,73,69,43,41,0,26,6,12,52,1,100,0,2
76,100,37,78,0,49,32,29,100,28,85,59,59,32,40,0,4
23,100,0,71,18,44,72,46,100,70,76,60,56,31,55,0,4
39,76,61,100,57,57,33,21,0,1,27,16,64,11,100,0,2
33,79,43,100,60,73,42,38,12,8,0,9,50,0,100,8,2
0,72,19,100,43,87,39,51,22,18,33,0,66,5,100,11,2
100,100,88,93,45,71,0,48,78,45,75,48,45,24,32,0,4
33,100,0,80,19,52,100,58,99,79,63,79,55,39,54,0,4
0,75,25,99,84,100,88,73,66,46,37,21,37,0,100,1,2
32,100,6,72,0,38,57,30,92,60,100,70,76,35,52,0,4
0,89,34,100,59,81,42,53,22,26,24,0,70,7,100,14,2
0,79,32,100,54,77,42,43,19,14,15,0,56,10,100,11,2
40,100,6,71,0,39,62,36,100,65,94,63,66,31,38,0,4
26,60,43,100,60,74,37,33,0,10,17,16,59,9,100,0,2
0,76,31,100,67,82,47,44,13,13,5,1,52,4,100,0,2
19,80,34,100,53,70,33,32,0,1,1,0,51,1,100,11,2
83,100,14,75,0,42,97,44,100,67,64,81,60,40,58,0,4
13,71,38,100,63,82,38,47,0,21,8,20,54,0,100,14,2
63,100,23,87,0,67,28,51,85,54,100,41,77,21,60,0,4
60,100,31,85,0,63,14,52,69,46,100,46,78,23,60,0,4
69,100,24,81,0,50,47,36,100,60,80,60,39,32,25,0,4
88,100,42,80,0,48,99,52,100,76,73,86,65,39,78,0,4
0,53,34,88,88,100,100,67,63,31,16,3,41,0,98,4,2
15,67,40,100,60,86,36,52,0,23,3,3,56,0,100,19,2
44,65,64,100,100,88,80,49,45,17,0,0,29,11,79,1,2
62,100,29,75,0,42,68,41,100,56,71,75,62,37,61,0,4
60,100,31,87,12,70,0,53,12,36,47,26,83,16,100,0,4
29,100,15,94,0,56,66,47,100,58,59,84,43,43,36,0,4
100,100,77,90,29,69,0,45,69,36,92,50,73,24,48,0,4
62,100,36,81,0,61,38,53,100,51,93,45,72,23,59,0,4
100,100,68,82,32,56,0,36,55,29,85,56,72,32,83,0,4
62,100,26,73,0,45,80,46,100,58,73,64,63,32,63,0,4
39,100,17,79,0,56,6,32,42,28,79,35,100,24,90,0,4
0,85,33,100,55,82,44,57,28,32,17,8,55,0,100,1,2
37,74,74,100,88,68,62,32,22,3,0,11,49,4,100,0,2
28,95,0,81,27,72,100,67,50,100,47,82,35,30,40,0,4
26,100,2,69,0,37,52,29,100,34,65,60,50,34,48,0,4
2,70,23,100,50,79,32,35,0,1,10,0,54,0,100,1,2
0,62,19,93,84,100,100,66,71,32,20,6,25,0,93,2,2
41,72,44,100,84,94,72,58,41,26,0,0,41,14,100,6,2
8,78,36,100,48,72,28,38,0,9,11,3,57,0,100,6,2
32,100,13,72,0,41,52,28,100,31,83,60,56,32,41,0,4
0,74,18,100,67,99,57,66,27,36,0,5,48,0,100,5,2
61,100,19,87,0,51,94,47,100,75,61,94,52,47,58,0,4
70,100,34,72,0,44,58,42,100,64,91,61,68,30,43,0,4
42,83,54,100,50,64,28,33,0,13,34,0,70,1,100,23,2
25,81,45,100,54,72,33,41,0,16,15,6,61,0,100,20,2
49,100,32,71,0,36,62,38,100,42,58,70,55,32,64,0,4
5,68,45,100,87,83,55,45,10,13,0,12,57,0,100,9,2
7,72,39,100,64,72,42,31,0,5,2,7,52,1,100,0,2
1,69,26,100,59,85,37,46,2,14,0,16,55,0,100,17,2
100,100,39,84,0,63,37,46,90,62,68,45,46,23,41,0,4
73,100,26,72,0,43,84,37,100,56,76,65,65,33,66,0,4
16,75,43,100,66,75,44,39,10,10,0,0,50,9,100,18,2
0,63,22,89,83,100,84,67,57,35,14,8,33,0,100,7,2
0,93,49,100,88,89,78,68,57,49,41,28,51,9,100,0,2
0,77,26,100,51,85,36,49,13,19,26,0,63,2,100,7,2
15,74,39,100,69,81,42,46,0,20,20,22,61,0,100,15,2
6,61,33,100,61,76,39,27,0,1,17,3,61,0,100,3,2
52,100,32,69,0,35,17,24,96,26,100,55,91,37,86,0,4
44,100,0,72,0,42,100,43,99,60,59,70,53,35,65,0,4
48,100,26,87,0,60,22,35,100,47,88,54,53,28,47,0,4
15,100,1,82,0,63,18,47,45,37,75,31,99,18,100,0,4
24,100,0,82,0,49,65,51,100,82,81,63,49,32,21,0,4
40,100,0,70,5,36,74,41,100,75,79,65,48,32,15,0,4
26,100,8,84,0,66,15,50,45,40,79,32,100,17,100,0,4
23,79,57,100,78,79,51,50,10,31,0,17,49,7,100,0,2
58,100,5,75,0,41,100,44,75,79,48,89,44,38,37,0,4
49,100,24,82,0,54,20,37,82,40,82,54,80,25,100,0,4
53,100,30,83,0,55,41,36,96,42,100,62,80,31,66,0,4
18,92,51,100,44,64,26,30,0,0,12,20,57,14,100,12,2
0,85,32,100,64,87,50,57,28,29,24,0,63,5,100,15,2
37,100,0,73,30,49,100,51,86,76,57,75,47,38,44,0,4
82,100,49,65,0,36,10,27,85,24,100,45,88,27,91,0,4
0,90,40,100,80,85,53,59,20,35,4,9,56,0,100,4,2
46,88,70,100,63,71,36,44,0,22,12,14,58,0,100,18,2
96,100,60,82,18,54,0,33,63,26,99,49,94,34,100,0,4
15,78,44,100,100,95,76,69,37,44,0,21,14,0,83,3,2
0,74,34,100,83,99,81,63,48,31,6,6,47,4,100,0,2
32,100,0,80,6,56,100,56,57,88,47,84,55,38,60,0,4
0,75,29,100,68,97,70,61,43,29,18,2,59,0,100,3,2
30,83,69,100,66,65,38,35,0,12,4,7,52,8,100,0,2
43,100,31,73,0,45,20,25,79,24,100,46,91,31,98,0,4
15,100,11,84,0,48,61,43,100,59,71,72,49,36,35,0,4
0,81,33,100,68,91,38,65,11,36,20,5,60,1,100,0,2
30,100,9,74,0,47,50,36,100,56,94,52,70,26,62,0,4
44,100,21,72,0,42,35,20,100,20,99,51,78,29,58,0,4
34,76,59,100,66,73,37,46,0,23,19,13,61,0,100,20,2
37,100,0,87,6,57,100,57,95,85,61,85,50,42,49,0,4
15,73,46,100,72,65,44,25,0,3,13,10,62,0,100,16,2
48,100,28,71,0,43,40,32,100,37,87,58,61,29,41,0,4
47,100,29,87,0,61,0,37,77,51,100,52,80,26,72,0,4
0,63,20,100,57,88,45,47,14,14,8,0,53,8,100,3,2
34,100,0,71,5,40,75,32,100,58,94,64,80,32,64,0,4
100,100,69,79,33,59,0,38,48,34,90,47,71,24,71,0,4
0,87,22,100,48,97,62,78,64,55,64,32,76,11,100,0,2
0,88,10,98,50,100,44,66,27,34,19,0,59,3,100,13,2
16,100,0,68,5,36,57,25,100,35,78,61,47,33,34,0,4
37,100,0,80,16,52,100,55,82,82,52,80,53,39,58,0,4
46,100,7,83,0,51,66,52,100,82,76,63,47,32,22,0,4
47,100,20,69,0,38,53,39,100,49,59,73,53,40,53,0,4
45,74,45,96,90,100,76,62,46,28,0,0,38,18,100,2,2
56,100,38,69,0,41,44,38,100,40,95,68,80,34,74,0,4
37,65,52,100,57,64,31,26,0,9,31,18,65,0,100,5,2
45,100,44,81,7,51,0,31,68,35,100,52,89,34,80,0,4
37,100,10,92,0,56,79,50,100,71,74,86,56,42,47,0,4
62,100,46,92,0,71,19,57,94,51,100,47,60,24,35,0,4
100,100,66,81,23,62,0,40,66,34,93,44,68,22,59,0,4
49,100,16,90,0,56,79,49,100,64,57,77,48,39,47,0,4
38,69,60,100,60,60,35,24,0,7,28,15,65,4,100,0,2
81,100,42,70,0,41,32,36,100,38,98,51,78,34,72,0,4
0,82,24,100,54,99,50,61,34,27,41,0,71,6,100,17,2
72,100,49,96,0,73,4,56,86,48,100,48,53,25,23,0,4
100,100,100,87,55,68,5,50,45,38,68,41,29,21,0,0,4
14,69,39,100,53,71,35,33,0,8,28,12,72,0,100,26,2
0,62,16,100,37,82,24,42,8,8,38,2,69,0,100,0,2
0,74,32,100,72,88,49,56,7,34,0,21,49,11,100,0,2
35,76,55,100,72,70,43,33,0,9,15,13,64,0,100,13,2
29,100,9,82,0,63,6,44,39,35,77,33,100,19,96,0,4
21,100,21,83,0,55,29,41,85,45,100,55,86,28,86,0,4
5,78,41,100,63,74,45,41,14,13,0,11,51,7,100,0,2
0,73,21,92,57,100,79,84,74,61,68,38,71,15,100,0,2
27,77,59,100,82,75,58,43,23,15,0,0,49,10,100,9,2
16,65,29,100,59,83,38,41,0,12,8,16,55,0,100,7,2
9,100,7,97,0,66,100,58,78,84,46,74,39,37,39,0,4
10,81,44,100,57,74,32,42,0,16,16,5,58,4,100,0,2
0,88,28,100,71,96,63,66,36,39,23,9,64,0,100,2,2
16,86,46,100,48,64,32,31,0,3,1,6,51,5,100,0,2
21,76,39,100,45,67,27,29,0,0,25,2,63,1,100,2,2
23,90,55,100,54,66,26,40,0,31,32,19,65,2,100,0,2
0,82,35,100,58,85,42,57,21,29,15,0,58,2,100,11,2
23,66,31,100,61,84,48,46,20,13,0,0,50,2,100,2,2
49,76,63,100,67,77,34,53,0,29,8,13,53,1,100,0,2
16,59,30,100,55,87,34,45,0,12,2,0,51,4,100,7,2
72,100,48,88,0,69,17,57,77,46,100,44,63,23,32,0,4
5,75,38,100,58,76,35,41,4,11,0,0,49,7,100,3,2
38,100,24,68,0,35,71,40,100,60,96,50,95,15,100,0,4
24,100,0,81,3,55,65,52,100,72,66,52,34,27,24,0,4
43,100,17,84,0,62,29,43,84,47,100,43,71,22,49,0,4
36,100,22,80,0,50,49,39,100,54,75,62,58,31,59,0,4
17,90,29,100,62,82,45,35,9,0,0,3,50,4,100,10,2
0,82,26,98,59,100,67,78,55,53,49,27,65,6,100,0,2
0,86,26,100,55,96,57,68,45,41,42,12,68,1,100,0,2
100,100,79,92,36,73,4,51,52,49,54,46,24,24,0,0,4
3,77,40,100,70,80,52,45,20,18,0,0,50,7,100,1,2
41,85,62,100,52,65,30,36,0,15,33,7,68,0,100,19,2
30,100,21,71,0,44,68,41,100,54,100,55,98,26,98,0,4
53,100,5,82,0,56,81,52,100,72,66,91,54,44,44,0,4
0,85,39,100,83,99,87,71,60,44,32,17,55,0,100,1,2
0,64,24,98,68,100,57,58,24,25,7,6,54,7,100,0,2
47,100,35,95,0,66,31,43,100,48,95,66,82,34,79,0,4
58,65,71,100,90,70,63,31,23,0,0,13,48,1,100,4,2
31,68,46,100,81,88,63,49,29,16,0,5,50,0,100,12,2
44,100,19,82,0,59,47,48,100,59,80,46,54,24,41,0,4
69,100,34,75,0,44,46,30,100,44,90,68,67,35,55,0,4
25,74,36,100,61,78,39,37,5,4,0,2,50,0,100,1,2
10,81,42,100,48,67,35,34,7,4,0,7,49,0,100,0,2
0,77,27,100,54,89,33,60,11,32,16,3,58,0,100,3,2
31,69,49,100,60,70,34,36,0,13,29,21,65,0,100,16,2
47,100,12,76,0,50,47,39,100,58,81,51,59,26,55,0,4
0,71,22,100,61,91,49,54,21,22,6,0,53,8,100,7,2
55,100,48,93,0,72,34,58,100,52,97,48,58,25,32,0,4
46,100,20,73,0,43,46,30,100,45,93,58,63,30,52,0,4
38,100,19,71,0,39,26,22,72,30,100,51,64,32,47,0,4
58,100,0,70,9,41,97,38,100,60,66,78,55,39,53,0,4
2,72,33,100,58,79,34,46,3,15,0,2,53,0,100,10,2
26,100,0,70,44,54,100,53,77,78,46,69,36,34,28,0,4
63,100,35,79,0,55,42,39,87,48,85,51,83,20,100,0,4
1,63,14,100,56,87,38,42,0,9,2,2,51,5,100,0,2
49,72,64,100,100,88,78,52,43,22,0,1,40,6,90,0,2
81,100,60,89,22,66,0,40,42,25,100,36,94,27,75,0,4
61,100,32,70,0,41,18,28,77,29,100,49,95,34,92,0,4
64,100,38,98,0,75,23,61,85,46,100,48,69,24,43,0,4
0,74,35,100,100,96,94,63,52,35,0,11,5,0,77,6,2
36,100,24,70,0,38,49,33,95,47,87,55,96,21,100,0,4
16,75,41,100,52,64,32,27,0,0,21,9,62,2,100,14,2
38,100,37,81,12,55,0,28,52,27,100,42,86,26,65,0,4
